mention_id,chunk_id,source_file,source_chat,report_date,report_datetime_raw,sender,project_name_hint,map_urls,land_area_mentions,price_mentions,far_mentions,population_mentions,irr_mentions,npv_mentions,excerpt
TEAMS-MENTION-0011,11,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,,,,46tr/m2,,,,,"Khoa L - INVT 7/9 7:43 PM Translate Thời điểm mình mua đất vào 2023 nên có giá tốt, tính ra đơn giá mua 46tr/m2. (Bao LUR) Trong khi thị trường giá khu vực tăng mạnh Bên cạnh đó giá căn hộ hiện cũng tăng gấp đôi so với 2 năm trước"
TEAMS-MENTION-0012,12,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Hải Nhân,,,,,,,,"Phòng ĐT xin báo cáo Sếp Admin 01 sơ bộ hiện trạng 03 dự án Hải Nhân, Richland, Parklane mà Team đã thực hiện khảo sát thực tế sáng hôm nay: 1/Hải Nhân: 2/ Richland: Link bài viết mở rộng đường Lê Văn Việt lên 6 làn xe, 30 m: Link mở rộng đường LVV 3/ Parklane: by Thao L - INVT, has attachments."
TEAMS-MENTION-0013,13,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Hải Nhân 4,,4.5ha; 45.933 m2; 28.604 m2; 5.685 m2; 90 m2,"44 tr/m2; 9 tr/m2; 395 tỷ; 2.200 tỷ; 49 tr/m2; 4.200 tỷ; 92 tr/m2; 2,8 tr/m2; 23,3 tr/m2; 21.163 tỷ; 171 tr/m2; 15,6 tỷ; 107 tr/m2; 151 tr/m2; 137 tr/m2; 1.700 tỷ; 1.500 tỷ; 33  tr/m2; 37tr/m2; 33 tr/m2",hệ số sử dụng đất 10,dân số 5.177,IRR từ 15%,,"Phòng Đầu tư xin báo cáo Sếp Admin 01 về phân tích đầu tư dự án Hải Nhân 4.5ha (nguồn từ Mr Duy) như sau: I/THÔNG TIN QUY HOẠCH: Theo QH phân khu thì khu đất dự án thuộc ô phố 1.2, số 02, nhóm nhà ở quy hoạch, tầng cao tối đa 50, hệ số sử dụng đất 10 lần, dân số 5.177 dân. Dựa vào hiện trạng khu đất và hình dạng khu đất, phòng QH đã tính toán chỉ tiêu và có bố trí một phần đất làm nhà liên kế, và cơ cấu sản phẩm như sau: Tổng diện tích đất phù hợp quy hoạch : 45.933 m2, trong đó gồm: + Diện tích đất phát triển chung cư : 28.604 m2 (2 tầng hầm, 5 tầng đế, 45 tầng tháp), gồm 78 căn Shop, 2.472 căn hộ) + Diện tích đất phát triển nhà liên kế : 5.685 m2 (5 tầng, 63 nền, dt đất 1 nền 90 m2) còn lại là đất giao thông, cây xanh, kỹ thuật. II/PHÂN TÍCH HIỆU QUẢ TÀI CHÍNH (FS): 1/CHI PHÍ: VỀ CHI PHÍ ĐẤT VÀ TIỀN SỬ DỤNG ĐẤT: Do hồ sơ đất chưa được cung cấp chi tiết, nên phòng đang tạm tính tiền đất được khấu trừ theo 100% là đất nông nghiệp với đơn giá bằng 15% dơn giá đất ở vị trí 2 (44 tr/m2) ~ 9 tr/m2 và tiền đất được khấu trừ khoảng 395 tỷ đồng, chiếm 15% tiền sử dụng đất dự án. Theo đó, tiền sử dụng đất sau khi khấu trừ đất nông nghiệp là 2.200 tỷ đồng ~ 49 tr/m2. Tiền đất (gồm CP mua đất + tiền sử dụng đất) khoảng 4.200 tỷ đồng ~ đơn giá 92 tr/m2. VỀ CHI PHÍ XÂY DỰNG: Qua khảo sát thực tế, phòng nhận thấy khu đất dự án có cao độ nền thấp và địa chất khu vực là đất yếu nên tính đơn giá xây dựng cho hạ tầng san nền đang để cao hơn mức bình thường ~ 2,8 tr/m2 (chưa VAT) và đơn giá xây dựng cao tầng ALL -in 23,3 tr/m2 chưa VAT cho công trình 50 tầng, 2 hầm. Đây là đơn giá tính khá thận trọng, phù hợp với tính chất pháp lý của dự án, khoảng hơn 2 năm nữa mới có thể khởi công xây dựng. 2/DOANH THU: Tổng doanh thu (gồm VAT): 21.163 tỷ đồng, gồm: + Nhà liên kế: 171 tr/m2 đất (gồm cô"
TEAMS-MENTION-0014,14,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,HAI NHAN,,,,,,,,Phòng xin đính kèm báo cáo lời và FS và đề xuất giá của phòng R&D. Trân trọng. 16.7.2026 FS DA HAI NHAN.pdf 16.7.2026 BC DA HAI NHAN.pdf 150726_R&D_Bao cao PA de xuat Hai Nhan_PA so bo.pdf
TEAMS-MENTION-0015,15,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Hải Nhân,,,"29 tr/m2; 28,9 tr/m2; 43 tr/m2",,,,,"Phòng có so sánh về giá chào bán của 03 dự án Hải Nhân, Richland, Parklane như bảng bên dưới: Nếu so đơn giá đất (giá bán dự án gồm tiền sử dụng đất) trên diện tích thương phẩm thì Hải Nhân (29 tr/m2) và Richland (28,9 tr/m2) đang tốt hơn Parklane (43 tr/m2). Tính hiệu quả hết chưa by Admin 01"
TEAMS-MENTION-0016,16,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Parklane P,,,,,,,,"Dạ dự án Parklane P. RD vừa cập nhật lại giá có thương hiệu sau khi khảo sát thực tế Mai phòng sẽ báo lại hiệu quả ạ Friday K.ĐT gửii anh Admin 01 báo cáo về dự án... by Thao L - INVT, has an attachment."
TEAMS-MENTION-0017,17,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Parklane,,,,,dân số khoảng 3.000,IRR:13%,,"Thao L - INVT Friday 6:08 PM Edited Translate K.ĐT gửii anh Admin 01 báo cáo về dự án Parklane, Quận 9 như sau: 1. THÔNG TIN DEAL Lưu ý: Tỷ lệ góp vốn tương ứng với tỷ lệ gánh chịu chi phí phát triển (xây dựng, bán hàng, lãi vay...) của toàn dự án. 2. THÔNG TIN QUY HOẠCH 1/2000 3. TIẾN ĐỘ PHÁP LÝ DỰ KIẾN: 4. SO SÁNH 2 PHƯƠNG ÁN PHÁT TRIỂN => Dự án được tính theo PA1 (Thận trọng – Theo P.QH) vì: - Dựa trên cơ sở quy hoạch 1/2000: + Dự án bị khống chế quy mô dân số khoảng 3.000 người, do đó diện tích sàn thương phẩm căn hộ được xác định ở mức phù hợp. + Dự án không phù hợp phát triển TTTM quy mô lớn do khả năng thu hút khách hạn chế (không nằm trên trục thương mại chính/lớn, kết nối giao thông chưa thuận lợi) và có cạnh tranh lớn khi khu vực đã có Vincom trên đường Lê Văn Việt, đồng thời nhu cầu văn phòng không cao, do đó diện tích sàn TMDV được xác định ở mức phù hợp đáp ứng với quy mô dự án. - PA2 sử dụng các chỉ tiêu phát triển cao hơn, nhưng đối tác chưa cung cấp cơ sở pháp lý, quy hoạch chứng minh 4. TÍNH KHẢ THI TOÀN DỰ ÁN a. Chi phí b. Doanh thu:Bán hàng 2028–2029 c. Kết quả hiệu quả tài chính => Dự án chỉ đạt hiệu quả tạm ổn khi giá bán căn hộ đạt ≥ 99 tr/m² (theo đề xuất Gamuda) 5. PHÂN TÍCH ĐỘ NHẠY Bảng độ nhạy IRR & LNTT/TMĐT theo đơn giá bán căn hộ và giá xây dựng: 6. ĐÁNH GIÁ VÀ NHẬN XÉT a. Về Quy hoạch: Theo P.QH kiểm tra, Quỹ đất nằm trong ranh quy hoạch TOD. Trường hợp NN triển khai theo định hướng TOD, quỹ đất có khả năng bị thu hồi. => Đây là rủi ro pháp lý cần được làm rõ trước khi quyết định đầu tư b. Về kết nối: Dự án hiện có 02 hướng tiếp cận chính: b. 1. Hướng tiếp cận từ đường Lê Văn Việt: Đây là hướng tiếp cận thuận lợi nhất của dự án. Tuy nhiên, hiện tồn tại điểm thắt cổ chai tại đường Trương Văn Hải. Việc mở rộng tuyến đường và đầu tư kết nối ph"
TEAMS-MENTION-0018,18,batch_001.txt,Bee || Phân Tích Đầu Tư,,,,Hermes Power 1,https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6,,250 tr/m2; 300 tr/m2; 3.380 tỷ; 2.073 tỷ; 1.411 tỷ; 1.129 tỷ; 2.660 tỷ; 2.300 tỷ,Hệ số: 7.31,Dân số: 1.002,"IRR: 8,3%; IRR 15%; IRR 20%",,"P.ĐT Báo cáo sếp Admin 01 tính toán fs sơ bộ dự án Hermes Power 1. Thông tin dự án - Diện tích: - Vị trí: KĐT Thủ Thiêm - https://maps.app.goo.gl/qDbb6mJHvwhXw4Az6 Vị trí căn cứ vào file chào của Công ty hải Hưng, chưa xác định được ranh đất cụ thể. 2. PA Quy hoạch: - Dựa vào định vị trong file giới thiệu của Công ty Hải Hưng, khu đất dự án thuộc ô quy hoạch K4.4HH, thông số quy hoạch như sau: + Hệ số: 7.31 + Dân số: 1.002 + Quy mô: 15 tầng – 438 căn hộ ở, 42 căn shop TM 3. PA triển khai đầu tư: a) Giả định kinh doanh: Thời điểm bán hàng dự kiến 2029 (mất 2 năm xử lý pháp lý do hiện trạng pháp lý chưa có gì, khu đất chưa có đường, đường Lương Định Của đang triển khai thi công) + Giá bán: 250 tr/m2 (chưa V, tim tường) + Giá bán căn shop: 300 tr/m2 (chưa V tim tường) b) Giả định chi phí: + Giá mua: 3.380 tỷ (~ 130tr USD) Do hồ sơ đối tác gửi chưa có thông tin GCN, chưa xác định được mục đích sdđ hiện trạng. P.ĐT giả định khu đất hiện là đất nông nghiệp. + LUR: 2.073 tỷ (tính theo PP Thặng dư, do đơn giá xây dựng 15 tầng theo suất vốn NN thấp, trong khi thị trường khu vực giao dịch mức giá rất cao dẫn đến tiền sử dụng đất lớn) + CP xây dựng: 21 tr./m2 (chưa V, all in) tương đương 23 tr./m2 (gồm V) + CP bán hàng: 16% doanh thu c) Hiệu quả đầu tư: LNTT: 1.411 tỷ LNST: 1.129 tỷ LNTT/TMĐT: 19% IRR: 8,3% 4. Các lưu ý: - Chưa có đầy đủ hồ sơ pháp lý đất. không xác định được chính xác ranh đất => Đề xuất lấy thêm thông tin nguồn gốc đất - Chi phí LUR cao do giá thị trường khu vực rất cao trong khi suất đầu tư BXD cho công trình 15 tầng thấp. - Vì KĐT Thủ Thiêm sẽ tổ chức đấu giá trong thời gian tới, dẫn đến sẽ đẩy mặt bằng giá đất khu vực lên. Khi tham chiếu để tính LUR, sẽ làm tiền sử dụng đất cao hơn. - Tài sản liên quan đến Vạn Thịnh Phát, do đó quá trình xử lý đưa đất về công"
TEAMS-MENTION-0019,19,batch_004.txt,Bee || Phân Tích Đầu Tư,,,,Richland,,"4,8 ha; 48.380 m2; 38.528 m2; 9.852 m2; 379,59 m2; 98 m2; 2.800 m2","3.600 tỷ; 74 tr/m2; 300 tỷ; 3.300 tỷ; 16,1 tr/m2; 1.860 tỷ; 3.000 tỷ; 15.093 tỷ; 88 tr/m2; 2,700 tỷ; 3,300 tỷ; 3.500 tỷ; 2.700 tỷ","Hệ số sử dụng đất toàn khu: 4,99; hệ số K (Max): 3.000",dân số: 6.972,IRR cao (đạt đỉnh 34.6%; IRR đạt 11.3%; IRR đạt 15%; IRR đạt mức 15%; IRR chỉ đạt 22.9%,,"Phòng Đầu tư xin báo cáo Sếp Admin 01 về cập nhật dự án Richland, diện tích 4,8 ha đường Lê Văn Việt, Quận 9 cũ như sau: I. Tóm tắt tình trạng pháp lý dự án: Diện tích đất thực hiện dự án là 48.380 m2, trong đó diện tích đất có Giấy chứng nhận là 38.528 m2 (gồm 4 sổ là đất ở đô thị, lâu dài), còn thiếu khoảng 9.852 m2 đất chưa có thông tin. Dự án đã được cấp GPXD năm 2008, đã xây dựng móng và hầm đến nay gần 18 năm. => không còn sử dụng được và phải tốn thêm chi phí phá dỡ công trình. Dự án chưa hoàn thành nghĩa vụ tài chính dự án theo chỉ tiêu QH được phê duyệt thời điểm 2008. Dự án thời điểm này chưa phải dành ra 20% diện tích làm Nhà ở xã hội, và hiện trạng có đường dây điện cao thế ngang qua khu đất cũng là điểm hạn chế và có thể phải phát sinh thêm chi phí hạ ngầm đường điện cao thế. II. Tóm tắt chỉ tiêu Quy hoạch: Diện tích đất toàn khu: 48.379,59 m2 Hệ số sử dụng đất toàn khu: 4,99 lần Quy mô dân số: 6.972 người Quy mô xây dựng: +01 tháp văn phòng A, 18 tầng, mặt tiền Lê Văn Việt +03 tháp căn hộ B,C,D 21 đến 27 tầng, 2 hầm, gồm 1.743 căn hộ với dt bình quân lớn ~ 98 m2/căn. +01 khối nhà trường mẫu giáo 2 tầng, dt đất 2.800 m2. => Hạn chế: Tỷ lệ thương phẩm căn hộ theo thiết kế cũ lên đến >80%, và cơ cấu diện tích lớn có thể không còn phù hợp với quy chuẩn và thị hiếu hiện tại. III. Hiệu quả tài chính (FS): Do đất đưa vào dự án thời điểm 2008, do đó nếu nhận chuyển nhượng vốn công ty thì khả năng tiền thuế TNDN sẽ không được ghi nhận đủ theo giá trị chuyển nhượng theo thời điểm hiện tại. Dẫn đến chi phí thuế TNDN sẽ phát sinh khoản lớn khó kiểm soát. 1/ Giá chào: 3.600 tỷ đồng ~ 74 tr/m2 trên diện tích 4,8 ha, tăng 300 tỷ so với thời điểm tháng 4/2025 chào 3.300 tỷ đồng); 2/ Chi phí: Chi phí xây dựng All -in đã tăng từ 16,1 tr/m2 lên 16,7 tr (chưa VAT) để phù hợp "
TEAMS-MENTION-0020,20,batch_005.txt,Bee || Phân Tích Đầu Tư,,,,Felicia,,,"1,000 Tỷ",,,,,"Huy M - IM 6/30 11:01 AM Chiều nay a báo lại Sếp à Sau khi Phòng đầu tư nhận được thông tin củ... by Hoa D - CVDT, has an attachment. 6/30 5:20 PM Edited Hoa D - CVDT Sau khi Phòng đầu tư nhận được thông tin của anh David Cường, P. Đầu tư xin báo cáo lại Sếp Admin 01 về dự án Felicia: Giả định 1. Doanh thu ADR: 2.55tr/phòng/đêm OCC: năm đầu 75%, ổn định 88% % Tăng giá: 5% mỗi năm 2. Chi phí Chi phí đầu tư: 1,000 Tỷ VNĐ % Chi phí HĐKD: năm đầu 52%, ổn định 46% Dựa theo các dự án của đang triển khai, P. Đầu tư bổ sung thêm các chi phí sau GOP như sau: FF&E: 3% Doanh thu (Chi phí dự trù cho việc sửa chữa cải tạo dự án) Phí Quản lý: 4% Doanh thu Phí Bảo hiểm: 0.1% TMĐT 3. Bảng so sánh sau khi thêm các chi phí của P Đầu Tư Bao Cao Khach_San_Felicia.pdf"
TEAMS-MENTION-0021,21,batch_006.txt,Bee || Phân Tích Đầu Tư,2026-06-29,6/29/2026 2:38 PM,Admin 01,,,,,,,,,Admin 01 6/29/2026 2:38 PM Ủa mà cái này sau hướng xử lý sao nhỉ. bắt đấu giá lại hay sao ta Nếu đúng theo luật thì đất công là sẽ thu hồi đấu gía. Do bên KO họ đi theo hướng ngừoi thứ 3 ngây tình nên mặc mặc dù VKS đề nghị thu hồi nhưng HĐXX năm 2022 vẫn chưa thu hồi và vẫn tạm giao cho Cty Tân Phú nắm giữ Khu này là đối diện sygamo đúng ko by Admin 01
TEAMS-MENTION-0022,22,batch_007.txt,Bee || Phân Tích Đầu Tư,,,,,,,,,,,,Admin 01 6/29 2:38 PM Translate Ủa mà cái này sau hướng xử lý sao nhỉ. bắt đấu giá lại hay sao ta Nghe nói nó xử lý xong r đó by Admin 01
TEAMS-MENTION-0023,23,batch_011.txt,Bee || Phân Tích Đầu Tư,,,,43ha - Dự án Tân phú,,43ha; 43 ha; 190ha,"13tr/m2; 5,600 tỷ; 30tr/m2",,,,,"P.ĐT gửi anh Admin 01 tóm tắt PL sơ bộ của dự án 43ha - Dự án Tân phú, Bình Dương (Kim Oanh) như sau: Link: Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Đối tác đang chào bán 13tr/m2 cho 43 ha (5,600 tỷ) ~ 30tr/m2 đất ở thương phẩm (theo 1/500 dự kiến đối tác đề xuất) và giá chào này theo hiện trạng dự án, không bao gồm TSDĐ và việc gỡ các vấn đề PL nêu trên => Đề xuất: Không nghiên cứu dự án này Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Cơ quan điều tra Bộ công an vừa có Kết luận điều tra, đề nghị truy tố với các cá nhân trong vụ án liên quan đến gần 190ha đất tại Tổng Công ty Sản xuất – Xuất nhập khẩu Bình Dương (Tổng Công ty 3/2... ngaymoionline.com.vn Cứ nghiên cứu đi xem lợi nhuận sao e by Admin 01"
TEAMS-MENTION-0024,24,batch_015.txt,Bee || Phân Tích Đầu Tư,,,,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau,,,,,,,,"P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉn… Anh gửi lại Sếp tính tiền sử dụng đất theo 1.500 cũ của Bà Kèo à Begin quote, Thao L - INVT, 6/22/2026 12:01... by Admin 01"
TEAMS-MENTION-0025,25,batch_015.txt,Bee || Phân Tích Đầu Tư,,,,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau,,,,,,,,"P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉn… Khi nào có người mua thì mới đóng tiền sdd xong tách cty ra bán đc ko nhỉ. Begin quote, Admin 01, 6/25/2026 11:13 AM, ... by Huy M - IM"
TEAMS-MENTION-0026,26,batch_016.txt,Bee || Phân Tích Đầu Tư,,,,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau,,2.8 ha; 430 m²,"1,750 tỷ; 2,300 tỷ",,Dân số: 325,,,"P.ĐT gửi anh Admin 01 về việc ước tính TSDĐ dự án Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng) như sau: 1. QUY HOẠCH Theo Quyết định số 29/QĐ-BQLPTPQ ngày 03/04/2014 về phê duyệt Đồ án điều chỉnh QHCT 1/500 dự án Bà Kèo: Dân số: 325 người Đất ở: 2.8 ha (65% diện tích dự án) Quy mô: 65 căn biệt thự Chỉ tiêu từng căn: Diện tích đất: 430 m² đất/căn; MĐXD: 33%; Tầng cao: 03 tầng; Diện tích SXD: 430 m² sàn/căn 2. TSDĐ a.Kịch bản Min: khoảng 1,750 tỷ Cơ sở: Tính theo đơn giá đất Nhà nước mặt tiền đường Trần Hưng Đạo, khoảng 67.5tr/m². b.Kịch bản Max: khoảng 2,300 tỷ Cơ sở: Tính theo phương pháp thặng dư dựa trên Quy hoạch 1/500 trên; đơn giá đất thặng dư ước khoảng 1,3 lần đơn giá đất Nhà nước."
TEAMS-MENTION-0027,27,batch_016.txt,Bee || Phân Tích Đầu Tư,,,,Thủ Đức Living,https://maps.app.goo.gl/D8GuCY5LefTH8JVq9,"4,661 m2; 1,471 m2; 3,190m2; 3,545 m2; 1,111m2","1,179 tỷ; 1,038 tỷ; 66tr/m2; 141 tỷ; 78tr/m2; 1,415 tỷ; 400 tỷ; 86tr/m2; 289 tỷ; 60 tỷ; 443 tỷ; 16tr/m2; 223 tỷ",Hệ số sử dụng đất 6; hệ số 5.31,dân số là 500,,,"P.ĐT xin báo cáo sếp Admin 01 dự án Thủ Đức Living, Đường Phạm Văn Đồng, TP HCM 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/D8GuCY5LefTH8JVq9 b) Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất là: 4,661 m2 (1,471 m2 đất ở, 3,190m2 đất cây hằng năm) Pháp lý đất: được thực hiện dự án thí điểm Nhà Ở Thương Mại (Dựa theo nghị quyết 171). Pháp lý QH: Diện tích phù hợp QH còn 3,545 m2 (Dính lộ giới: 1,111m2). Tầng cao 25 tầng cao, 0 tầng hầm; Hệ số sử dụng đất 6 lần, dân số là 500 người (tương đương hệ số 5.31 ,chưa sử dụng hết được hệ số HS SDĐ) 2. Hiệu quả dự án: a) Doanh thu (Có VAT): 1,179 tỷ VNĐ Giá bán căn hộ chung cư: 1,038 tỷ (66tr/m2 tim tường) Giá bán Shophouse: 141 tỷ (78tr/m2 tim tường) b) Chi phí (có VAT): 1,415 tỷ VNĐ Chi phí đất: 400 tỷ (86tr/m2 đất) Chi phí Nghĩa vụ tài chính: 289 tỷ Chi phí pháp lý: 60 tỷ Chi phí xây dựng ALL in cost: 443 tỷ (16tr/m2 xây dựng) Chi phí bán hàng + thuế VAT + CP Khác = 223 tỷ (CPHB + QLDN = 17% Doanh thu) c) Hiệu quả dự án d) Bảng độ nhạy => Dự án không đạt hiệu quả do dân số thấp không sử dụng hết được HS SDĐ, giá mua đất, chi phí nghĩa vụ tài chính và pháp lý cao. Do đó P. ĐT đề xuất không nghiên cứu chuyên sâu dự án này. ok by Admin 01"
TEAMS-MENTION-0028,28,batch_016.txt,Bee || Phân Tích Đầu Tư,,,,High và West của LDG (nguồn từ anh Dũng) như sau,,60 m2; 7.826 m2; 3.400 m2,"270 tỷ; 250 tỷ; 780 tỷ; 635 tỷ; 145 tỷ; 70 tr/m2; 50 tr/m2; 16 tr/m2; 14,6 tr/m2",,Dân số	1300,,,"Phòng ĐT xin báo cáo Sếp Admin 01 về 2 dự án High và West của LDG (nguồn từ anh Dũng) như sau: Vị trí và ranh đất 2 dự án: Bản đồ 2 khu đất LDG - High + West Intela - Google マイマップ Tóm tắt những rủi ro về pháp lý 2 DA: (i) . Rủi ro pháp lý và nghĩa vụ tài chính: Đối tác ước tính nghĩa vụ tài chính bổ sung khoảng 270 tỷ đồng cho hai dự án. Tuy nhiên, cơ sở xác định số liệu này chưa rõ ràng. Do dự án chưa hoàn tất nghĩa vụ tài chính từ giai đoạn 2017-2018, cần thực hiện báo cáo thẩm định pháp lý chuyên sâu để xác định chính xác số tiền phải nộp và các rủi ro phát sinh. (ii) . Sự lỗi thời của phương án thiết kế: Thiết kế dự án từ năm 2017 đến nay đã lạc hậu về công năng và thị hiếu. Cơ cấu sản phẩm không còn tối ưu khi 65% là căn hộ 2 phòng ngủ (diện tích khoảng 60 m2), dẫn đến tổng giá trị mỗi căn hộ cao, gây khó khăn cho tính thanh khoản trong bối cảnh thị trường hiện nay. (iii). Rủi ro chất lượng công trình (xuống cấp): Các dự án đã ngưng thi công trong thời gian dài (phần ngầm dang dở), gần 10 năm, đã xuống cấp trầm trọng và giảm khả năng chịu lực hoặc sụt lún công trình. Đặc biệt, hệ thống hiện hữu có thể không đáp ứng các tiêu chuẩn an toàn quy chuẩn mới, dẫn đến rủi ro phải phá dỡ và tái đầu tư toàn bộ. (iv). Tranh chấp khách hàng và nghĩa vụ huy động vốn: Khoản huy động vốn từ khách hàng (đặt cọc/giữ chỗ) giai đoạn 2017-2018 ước tính khoảng 250 tỷ đồng. Đây là khoản nợ gây áp lực về chi phí và thời gian xử lý. Việc xử lý dứt điểm các tranh chấp này phải là điều kiện tiên quyết trước khi tiến hành giao dịch M&A dự án. (v). Rủi ro về uy tín và pháp lý từ Chủ đầu tư (LDG Group): Danh tiếng của Chủ đầu tư và các rắc rối pháp lý từ những dự án khác có nguy cơ ảnh hưởng trực tiếp đến dự án. Yêu cầu đối tác phải cam kết xử lý sạch mọi vấn đề về thương hiệu và sai phạm liên"
TEAMS-MENTION-0029,29,batch_022.txt,Bee || Phân Tích Đầu Tư,,,,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,,,,,,,,Admin 01 6/17 1:53 PM Translate Thử hỏi anh Dũng xem nếu mình mua rồi hợp tác Gamuda thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01
TEAMS-MENTION-0030,30,batch_022.txt,Bee || Phân Tích Đầu Tư,,,,10ha Đường Long Thuận,,10ha,,,Dân số 1500,,,"P.ĐT xin báo cáo Sếp Admin 01 về sơ bộ dự án 10ha Đường Long Thuận, Long Phước, Quận 9, TP.HCM PHƯƠNG ÁN 1: Dân số 1500 người Phương án 1a P.ĐT thực hiện tính theo phương án bố trí của phòng QH, tuy… Mai trình bày em cái này Nhầm, t2 chứ by Admin 01"
TEAMS-MENTION-0031,31,batch_023.txt,Bee || Phân Tích Đầu Tư,,,,một lần,,,,,,,,"Dạ IRR khác biệt nhiều so với LNTT/TMĐT vì ngày lúc đầu mình tự bỏ tiền vốn ra để mua dự án một lần, cũng như là dòng tiền bán hàng em đang dự trù thận trọng (tốc độ bán hàng kéo dài). Vì vậy yếu tố IRR sẽ thấp hơn LNTT/TMĐT ạ Thử hỏi anh Dũng xem nếu mình mua rồi hợp t... by Admin 01"
TEAMS-MENTION-0032,32,batch_024.txt,Bee || Phân Tích Đầu Tư,,,,,,,,,,,,"Dạ ở trên em đang tính theo giá chào gốc của bên môi giới là 692 ạ. Em có điều chỉnh lại 690 để gọn và dễ hình dung hơn, nên kết quả hơi nhích xíu, nhưng không thay đổi đáng kể á sếp Image Image by Admin 01"
TEAMS-MENTION-0033,33,batch_025.txt,Bee || Phân Tích Đầu Tư,,,,,,,,,,,,"Dạ vâng ạ, đã bỏ phần 120t tiền sdđ đóng thêm. Nhưng vẫn tính yếu tố thiệt hại thuế do chênh lệch giá mua và giá vốn ghi nhận ạ Chi phí bán hàng + mkt là tính dư rồi đúng ... by Admin 01"
TEAMS-MENTION-0034,34,batch_029.txt,Bee || Phân Tích Đầu Tư,,,,k… Gửi lại độ nhạy,,,,,,,,"Dạ Sếp. Hiện tại Anh Minh vẫn tiếp tục rà soát từ nhiều nguồn để kiểm tra rủi ro pháp lý dự án. Liên quan đến LUR, theo các hồ sơ mình có được và cũng như nhận định từ P.PLDA thì khả năng cao dự án k… Gửi lại độ nhạy"
TEAMS-MENTION-0035,35,batch_032.txt,Bee || Phân Tích Đầu Tư,,,,không phải nộp thêm ạ,,,,,,,,"Dạ Sếp. Hiện tại Anh Minh vẫn tiếp tục rà soát từ nhiều nguồn để kiểm tra rủi ro pháp lý dự án. Liên quan đến LUR, theo các hồ sơ mình có được và cũng như nhận định từ P.PLDA thì khả năng cao dự án không phải nộp thêm ạ. Và P.ĐT cũng đề xuất trong các đợt làm việc tiếp theo, sẽ có nhân sự của P.PLDA gặp đối tác để làm rõ các rủi ro pháp lý nêu trên Kêu hẹn đi by Admin 01"
TEAMS-MENTION-0036,36,batch_033.txt,Bee || Phân Tích Đầu Tư,,,,này,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,4.214m2; 2.900 m2; 300m2,350 tỷ,,,,,"Phòng đầu tư xin báo cáo lại sếp Admin 01 về lô mặt tiền Quốc Lộ 13, Hiệp Bình Phước, TP Thủ Đức. 1. Vị trí dự án: https://maps.app.goo.gl/oHEYY6H9GGykdD9C6 2. Thông tin lô đất (nguồn anh Hùng): a. Diện tích: 42x100m (4.214m2) b. MĐSDĐ: Đất sản xuất phi nông nghiệp, thời hạn sử dung đất lâu dài c. Giá: 350 tỷ 3. Quy hoạch 1/2000: lô đất được quy hoạch hỗn hợp nhóm ở & DV là 2.900 m2 và đất cây xanh công viên1.300m2. => Lô đất có đất cây xanh công viên chiếm 31% khu đất, do đó phần đất ở phù hợp còn lại tương đối nhỏ. Lô đất đang được chào với giá 350 tỷ (tương đương 120Tr.vnđ/m2 đất quy hoạch hỗn hợp nhóm ở & DV). Phòng đầu tư đề xuất không nghiên cứu sâu dự án này"
