date,category,indicator,value,source_file,sheet,orientation,source,parserVersion
2023-03-31,money_credit,Tiền gửi của các TCKT - Giá trị (M),5663747.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.1473,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0163,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0708,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tiền gửi của cư dân - Giá trị (M),6280815.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.0397,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.01,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0132,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),14415021.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.1052,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0171,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0258,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,money_credit,Tổng dư nợ tín dụng - Giá trị (M),12231723.64,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.058,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.055,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.087,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.07,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.005,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.079,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-03-31,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.067,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3113.28,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),750.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),386.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),8878.42,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),5850.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),4105.75,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),1659.39,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3113.28,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),750.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),386.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),8878.42,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),5850.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),4105.75,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),1659.39,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3113.28,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),750.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),386.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),8878.42,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),5850.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),4105.75,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),1659.39,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3113.28,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),750.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),386.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),8878.42,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),5850.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),4105.75,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),1659.39,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),-0.0242,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),-0.0016,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),-0.0502,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của các TCKT - Giá trị (M),5654914.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.1447,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0083,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0796,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tiền gửi của cư dân - Giá trị (M),6332843.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.0432,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.0039,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0171,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),14470593.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.097,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0044,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0303,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,money_credit,Tổng dư nợ tín dụng - Giá trị (M),12285210.28,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.054,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.053,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.088,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.071,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.003,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.08,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-04-28,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.068,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3315.27,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),962.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),485.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),10856.3,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),7650.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),5261.37,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),2279.66,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3315.27,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),962.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),485.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),10856.3,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),7650.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),5261.37,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),2279.66,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3315.27,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),962.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),485.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),10856.3,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),7650.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),5261.37,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),2279.66,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),3315.27,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),962.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),485.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),10856.3,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),7650.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),5261.37,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),2279.66,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),-0.0101,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),0.0165,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),-0.0345,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của các TCKT - Giá trị (M),5748486.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.1398,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0023,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0821,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tiền gửi của cư dân - Giá trị (M),6347545.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.0484,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),0.0033,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0205,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),14517832.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.0908,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0023,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0327,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,money_credit,Tổng dư nợ tín dụng - Giá trị (M),12314063.72,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2023-05-31,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.052,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
