date,category,indicator,value,source_file,sheet,orientation,source,parserVersion
2025-02-25,other_macro,Vàng SJC - Giá mua vào,89700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá bán ra,91300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá bán ra,91300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá bán ra,91300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá bán ra,91300000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-26,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá bán ra,91200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá mua vào,88900000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá bán ra,91200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá mua vào,88900000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá bán ra,91200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá mua vào,88900000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá bán ra,91200000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-27,other_macro,Vàng SJC - Giá mua vào,88900000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),529.8,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),516.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),256.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),6904.94,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),2950.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),2191.03,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),4184.11,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,IIP - Chỉ số sản xuất công nghiệp (So với cùng kỳ năm trước) (M),0.1756,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),529.8,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),516.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),256.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),6904.94,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),2950.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),2191.03,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),4184.11,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,IIP - Chỉ số sản xuất công nghiệp (So với cùng kỳ năm trước) (M),0.1756,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),529.8,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),516.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),256.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),6904.94,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),2950.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),2191.03,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),4184.11,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,IIP - Chỉ số sản xuất công nghiệp (So với cùng kỳ năm trước) (M),0.1756,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Giá trị góp vốn mua cổ phần (YTD) (M),529.8,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án cấp mới (YTD) (M),516.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Số dự án tăng thêm (YTD) (M),256.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Tổng Vốn đăng ký (YTD) (M),6904.94,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn thực hiện (YTD) (M),2950.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký cấp mới (YTD) (M),2191.03,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,FDI_Vốn đăng ký tăng thêm (YTD) (M),4184.11,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 4,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,macro_growth_inflation,IIP - Chỉ số sản xuất công nghiệp (So với cùng kỳ năm trước) (M),0.1756,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của các TCKT - % so với cùng kỳ (M),0.1286,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của các TCKT - % so với tháng trước (M),-0.0096,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của các TCKT - % từ đầu năm (M),-0.0398,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của các TCKT - Giá trị (M),7362206.43,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của cư dân - % so với cùng kỳ (M),0.1098,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của cư dân - % so với tháng trước (M),0.0248,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của cư dân - % từ đầu năm (M),0.0426,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tiền gửi của cư dân - Giá trị (M),7366165.8,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng phương tiện thanh toán (M2) - % so với cùng kỳ (M),0.141,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng phương tiện thanh toán (M2) - % so với tháng trước (M),-0.0011,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng phương tiện thanh toán (M2) - % từ đầu năm (M),0.0135,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng phương tiện thanh toán (M2) - Giá trị (M),18157191.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng dư nợ tín dụng - % so với cùng kỳ (M),0.1684,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng dư nợ tín dụng - % so với tháng trước (M),0.0021,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng dư nợ tín dụng - % từ đầu năm (M),0.0076,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,money_credit,Tổng dư nợ tín dụng - Giá trị (M),15735537.26,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá bán ra,90500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,other_macro,Vàng SJC - Giá mua vào,88500000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_USD - Cá nhân (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_USD - Tổ chức (M),0.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Cao nhất (M),0.04,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn 1 - 6 tháng - Thấp nhất (M),0.031,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Cao nhất (M),0.054,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn 6 - 12 tháng - Thấp nhất (M),0.045,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Cao nhất (M),0.002,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn < 1 tháng - Thấp nhất (M),0.001,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Cao nhất (M),0.06,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,rates,LSHĐ_VND - Kỳ hạn > 12 tháng - Thấp nhất (M),0.048,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,Sheet1,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Nhập Khẩu (Giá trị tháng) (M),32665.61,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Xuất khẩu (Giá trị tháng) (M),31262.96,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Nhập Khẩu (Giá trị tháng) (M),32665.61,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Xuất khẩu (Giá trị tháng) (M),31262.96,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Nhập Khẩu (Giá trị tháng) (M),32665.61,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Xuất khẩu (Giá trị tháng) (M),31262.96,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Nhập Khẩu (Giá trị tháng) (M),32665.61,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-02-28,trade_bop,Tổng Xuất khẩu (Giá trị tháng) (M),31262.96,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 3,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá bán ra,91000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá bán ra,91000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá bán ra,91000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá bán ra,91000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-03,other_macro,Vàng SJC - Giá mua vào,89000000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-04,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-05,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (1).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (2).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá mua vào,90700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605 (3).xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
2025-03-06,other_macro,Vàng SJC - Giá bán ra,92700000.0,FiinProX_DE_Du_lieu_vi_mo_20260605.xlsx,SHEET 7,row_table,FiinProX Excel Export,fiinprox_excel_v1
